cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,date_of_last_update,sub_itens_quantity
f280,f7032,50,f7896262500180,9.5,6.124497992168674,22011000,PET 6 LT S/GAS-PCTE C/02-EX01,02/19/2026,0.166
f868,f7029,50,f7896262500043,3.5,2.1100211002610028,22011000,PET 1500ML S/GAS PCTE C/6-EX01,02/01/2026,0.66666
f2909,f7031,50,f7896262500166,3.5,2.2500225002250023,22011000,PET 1500ML C/GAS PCTE C/6-EX01,02/01/2026,0.66666
f1783,f7030,50,f7896262500593,1.99,1.10833333335,22011000,PET 500ML C/GAS PCTE 12-EX01,02/01/2026,2.0
f884,f7929,50,f7896262500050,1.5,0.97166666665,22011000,PET 500ML S/GAS PCTE C/12-EX01,02/01/2026,2.0
f108,f5085,50,f7896262500074,19.9,11.0,22011000,GARRAFAO - 20 LTS AGUA-EX02,02/19/2026,0.05
f24269,f99996,50,f7896262501002,17.99,11.49,22011000,PET 10 LT S/GAS DESCARTÁVEL-EX01,02/19/2026,0.1
