cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,date_of_last_update,sub_itens_quantity
f0025,f241020239,50,f7898067340671,171.99,114.36,16024900,TORRESMO PRONTO 20P/40GR,10/24/2023,
f0025 - FD,f2410202364,50,f7898067340008,8.99,5.718,16024900,TORRESMO PRONTO 20P/40GR,10/24/2023,
f0011,f1802221,50,f7898067340510,13.5,8.7,19059090,PAO ALHO TRD 10B/240GR,08/10/2025,
f0001,f72153,50,f7898067340404,17.5,11.98,19059090,PAO ALHO TRD 10B/400GR,04/07/2026,
f0001 - FD,f3092535,50,f17898067340401,174.99,119.80000000000001,19059090,PAO ALHO TRD 10B/400GR,04/07/2026,
