cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,date_of_last_update,sub_itens_quantity
f6457,f3042671,50,f7896524726457,4.2,2.69,28289011,AGUA SANITARIA SUPREMA 1L,05/26/2026,
f766,f3042653,50,f7896273800033,16.5,10.99,38029020,AREIA PIPICAT CLASSIC 4 KG,04/30/2026,
f700713,f3042619,50,f7896273808862,9.99,6.49,25084090,AREIA PUTZ SMART 4 KG,05/26/2026,
f105,f304260,50,f7896720320060,10.5,6.99,34011110,SABONETE ANTISSEPTICO MATACURA VERDE 90 GR,04/30/2026,
f95511,f3042670,50,f78944787,16.5,10.99,29171110,SEMORIN TIRA FERRUGEM 50 ML,04/30/2026,
f1013,f3042634,50,f7896720320039,23.99,15.99,38089192,SH.SARNICIDA MATACURA 200 ML,04/30/2026,
f11029112,f*33,50,f7896060402495,24.8,15.99,34025000,"LAVA ROUPAS PO URCA CONCEN. TRADI. 2,2KG",05/26/2026,
