cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,date_of_last_update,sub_itens_quantity
f210441,f2619,50.0,f7893000025653,5.99,3.044,16010000,PATE DE PEITO DE PERU DEFUMADO SADIA,03/27/2025,10.0
f210441 - FD,f2732526,50.0,f17893000025650,114.2,76.1,16010000,PATE DE PEITO DE PERU DEFUMADO SADIA,03/27/2025,
f651042,f3172521,50.0,f7893000525238,3.99,2.4468321394902546,16025000,HAMBURGER CARNE BOVINA SADIA 90G60UN,07/31/2025,6.67
f651042 - FD,f3172519,50.0,f17893000525235,132.2,88.13000000016,16025000,HAMBURGER CARNE BOVINA SADIA 90G60UN,07/31/2025,
f651058,f2465,50.0,f7891515879716,4.5,2.446924685802099,16023230,HBR003 HAMBURGUER AVESBOVINO SUAVE INST,08/21/2025,6.67
f651058 - FD,f3172560,50.0,f17891515873230,79.5,52.87999999993201,16023230,HBR003 HAMBURGUER AVESBOVINO SUAVE INST,08/21/2025,
f500749,f1065,60.0,f7893000532793,11.5,7.1253333333,2071419,SOBRECOXA FGO CONG SADIA CX 15KG FS,09/05/2025,
f500749 - FD,f3172538,50.0,f17893000532790,173.5,106.8799999995,2071419,SOBRECOXA FGO CONG SADIA CX 15KG FS,09/05/2025,
f515649,f7479,50.0,f7891515495404,19.5,12.24,2071413,ASA 2JTA TULIPA FGO CONG ITF PD 15KG FS,09/05/2025,
f515649 - FD,f492527,50.0,f17891515495401,290.5,183.6,2071413,ASA 2JTA TULIPA FGO CONG ITF PD 15KG FS,09/05/2025,
f996650,f1028,50.0,f7891515945206,17.5,10.9401785714,16010000,"SHG312 SALSICHA HOT DOG RESF 4PT 11,2KG",09/25/2025,
f996650 - FD,f592556,50.0,f17891515945203,183.99,122.52999999968,16010000,"SHG312 SALSICHA HOT DOG RESF 4PT 11,2KG",09/25/2025,
f174813,f1043,50.0,f7891515359096,33.99,18.0302547771,2032900,COSTELA SUI CONG PERD PVAR,10/17/2025,
f174813 - FD,f17102524,50.0,f97891515359099,339.99,226.46000000037603,2032900,COSTELA SUI CONG PERD PVAR,10/17/2025,
