cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,
date_of_last_update,sub_itens_quantity
f5970,fgenerico,50,fNone,65.99,43.99,76151000,Fervedor Antiaderente n.16 Martinazzo c/01,7/2/2023,
f1388,f2720230,50,f7898285031207,21.2,13.996666666666668,48201000,(PROM) Caderno CD 10x1 200fls Panamericana c/03,7/2/2023,3.0
f236,f2720231,50,f7898139872222,10.5,6.899166666666667,39249000,Mamadeira Cristal New Baby c/12,7/2/2023,12.0
f3161,f2720232,50,f7891253254240,10.2,6.798,48202000,Caderno CD 96fls Espiral Credeal PERFORM c/05,7/2/2023,5.0
f1677,f2720233,50,f7891253251881,10.2,6.798,48202000,Caderno CD 96fls Espiral Credeal POP FASH c/5,7/2/2023,5.0
