cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,date_of_last_update,sub_itens_quantity
fNI83307,f1822549,50.0,f4005900742414,4.99,3.13,34011190,NIV-SABONETE BARRA HIDRATANTE ERVA DOCE 125G,02/18/2025,
fNI82385,f1822528,50.0,f4005900139849,68.99,45.69,33049910,NIV-NIVEA CELLULAR FILLER CREME ANTISSINAIS FACIAL DIA FPS30 49G,02/18/2025,
fNI83249,f1822565,50.0,f4005900742407,4.99,3.13,34011190,NIV-SABONETE BARRA HIDRATANTE LEITE 125G,02/18/2025,
fNI80210,f3410,50.0,f4005808309436,21.2,14.0,33072090,NIV-LOCAO NIVEA DEO HIDRATANTE MILK 200ML,02/18/2025,
fKC44040,f21720234,50.0,f7896007552924,9.99,6.65,96190000,KCB-PROTETOR DIARIO INTIMUS C/ INDICADOR DE TROCA C/15 UNDS,02/18/2025,
f4052105,f5701,50.0,f7896022205782,5.5,3.67,19021100,TDC-TODESCHINI FETTUCCINI NINHO C/ OVOS 500 GR,05/28/2025,
f4050805,f030401,50.0,f7896022205966,4.99,3.3,19021100,TDC-TODESCHINI AVE MARIA C/ OVOS 500 GR,03/07/2025,
f4050705,f73253,50.0,f7896022208073,4.99,3.3,19021100,TDC-TODESCHINI PADRE NOSSO C/ OVOS 500 GR,03/07/2025,
f59528,f72804,50.0,f7898591459511,1.5,0.8875,17049020,FINI TUBES DOCE MORANGO-DP-12X15 G,05/28/2025,
f59528 - FD,f7820230,50.0,f7898591459528,15.99,10.65,17049020,FINI TUBES DOCE MORANGO-DP-12X15 G,05/28/2025,
fCI01778,f1732553,50.0,f9786555001778,9.99,6.69,49030000,CIR-HOT WHEELS DESAFIOS ALUCINANTES,08/29/2025,
fCL1111513,f1907,50.0,f7896931611384,18.75,10.98,22042100,CPL-C. LARGO ROSE SUAVE 750ML,03/21/2025,
fCL1111413,f1430,50.0,f7896931611360,16.35,10.98,22042100,CPL-C. LARGO BCO SUAVE 750ML,03/21/2025,
fCL1111313,f3765,50.0,f7896931611377,16.5,10.98,22042100,CPL-C. LARGO BCO SECO 750ML,03/21/2025,
fPF2000073,f204,50.0,f7895144603148,3.2,1.7666666666666666,17049020,PVM-MENTOS STICK RAINBOW MPK C/03 UNDS,09/22/2025,3.0
f113005,f2021,50.0,f80050315,3.5,2.205,18063110,FER-KINDER CHOCOLATE 20X4 UNDS,04/07/2025,4.0
f113005 - FD,f742553,50.0,f8000500033784,264.99,176.4,18063110,FER-KINDER CHOCOLATE 20X4 UNDS,04/07/2025,
fBI868794,f2135,50.0,f070330909229,5.5,3.59,96131000,BIC-ISQUEIRO A GAS MAXI J6 DP C/50 UNDS,04/11/2025,
fBI868794 - FD,f1142519,50.0,f070330631212,269.5,179.5,96131000,BIC-ISQUEIRO A GAS MAXI J6 DP C/50 UNDS,04/11/2025,
fCA137648,f2352532,50.0,f7896036091340,5.5,3.64,21039011,CAR-MAIONESE LIZA TRADICIONAL PT 250GR,05/23/2025,
fJD4055914,f4111,40.0,f7896019112123,26.99,18.95,9012100,JDE-CAFE DAMASCO CLASSICO VACUO 250G,05/23/2025,
fJD1670112,f3582,40.0,f7896019112116,41.99,29.9,9012100,JDE-CAFE DAMASCO CLASSICO VACUO 500G,05/23/2025,
f4052905,f7166,50.0,f7896022205799,5.5,3.67,19021100,TDC-TODESCHINI FITILHO DE OURO C/ OVOS 500 GR,05/26/2025,
f4062609,f7265,50.0,f7896022205997,9.99,6.53,19021900,TDC-TODESCHINI SEMOLA SPAGHETTI 5 1 KG,10/07/2025,
fYO02213,f2652599,50.0,f7891095022137,39.5,26.28,17049090,YOK-PE DE MOLEQUE YOKI POTE 800GR (47),05/26/2025,
f50330,f259202333,50.0,f7898591459498,1.5,0.8875,17049020,FINI TUBES CITRICO TRES CORES-DP-12X17 G,05/28/2025,
f50330 - FD,f259202395,50.0,f7898591459504,15.99,10.65,17049020,FINI TUBES CITRICO TRES CORES-DP-12X17 G,05/28/2025,
f53427,f10193,50.0,f7898591450662,1.5,0.8516666667,17049020,FINI BEIJOS DE MORANGO DP 12X15 G,10/07/2025,
f53434,f7693,50.0,f7898591450600,1.5,0.8516666667,17049020,FINI DENTADURAS DP 12X15 G,10/07/2025,
f23837,f3062539,50.0,f7891048038376,9.5,6.24,21069090,CHA AROMAS E FRUTAS MACA E CANELA 10 G OETKER,06/30/2025,
f23855,f3062599,50.0,f7891048038550,9.5,6.24,21069090,CHA GENGIBRE E LIMAO C/10 SACHES 10 G OETKER,06/30/2025,
f63705,f3062577,50.0,f7896022205317,5.99,3.83,19021900,SEMOLA BOCA DE LEAO 500 G GALO,09/12/2025,
f24514,f5489,50.0,f7891048045145,3.99,2.64,21069021,PUDIM COCO 50 G OETKER,06/30/2025,
fCI95798,f3062582,50.0,f9788538095798,9.99,6.69,49030000,CIR-COLORINDO COM MARIA CLARA E JP,08/29/2025,
f26403,f3062536,50.0,f7891048064030,13.99,9.03,19030000,SAGU UVA 250 G OETKER,06/30/2025,
f77194422,f9291,50.0,f7898024397915,5.2,2.99,19053200,FER-NUTELLA B-READY 1X36 UNDS,06/30/2025,
f77194422 - FD,f611202356,50.0,f17898024397912,185.99,107.64,19053200,FER-NUTELLA B-READY 1X36 UNDS,06/30/2025,
fJD1670113,f2812562,50.0,f7896019115278,42.99,28.5,9012100,JDE-CAFE DAMASCO EXTRA FORTE VACUO 500G,07/02/2025,
fBI835391,f3550,50.0,f070330713406,3.99,2.3654166667,82121020,BIC-APAR DEPILACAO COMFORT 2 WOMEN 12X2 UNDS,08/17/2025,
fBI835391 - FD,f1782530,50.0,f070330713413,85.2,56.7700000008,82121020,BIC-APAR DEPILACAO COMFORT 2 WOMEN 12X2 UNDS,08/17/2025,
f90394,f2703234,50.0,f7898279790394,8.2,5.19,17049020,FINI BANANAS 80 G,10/07/2025,
f90400,f2702232,50.0,f7898279790400,8.2,5.19,17049020,FINI BEIJO DE MORANGO 80 G,10/07/2025,
f90417,f22820233,50.0,f7898279790417,8.2,5.19,17049020,FINI DENTADURAS 80 G,10/07/2025,
f43009,f112325,50.0,f7898591450709,1.5,0.8516666667,17049020,FINI MINHOCAS DP 12X15 G,08/22/2025,
f43009 - FD,f17720233,50.0,f7898591453441,15.5,10.2200000004,17049020,FINI MINHOCAS DP 12X15 G,08/22/2025,
f61905,f1292568,50.0,f7896022200626,5.99,3.83,19021900,SEMOLA CARACOLINO 500 G GALO,10/14/2025,
f24661,f1292559,50.0,f7891048046616,4.99,3.2,21069029,GELATINA DIET ABACAXI 12 G OETKER,09/12/2025,
f24665,f1292564,50.0,f7891048046654,4.99,3.2,21069029,GELATINA DIET MORANGO 12 G OETKER,09/12/2025,
fMA03933,f1292513,50.0,f7896003739336,6.99,3.99,19054000,MAR-TORRADA LEV MAGIC TOAST ORIGINAL 110GR,10/07/2025,
f1570240,f10248,50.0,f7896022208028,8.85,5.89,19053100,BISCOITO LAMINADO CRISTAL 420 G RENATA,09/22/2025,
f60405,f2326,50.0,f7896022203559,7.5,4.63,19021900,SEMOLA GRAVATA 500 G GALO,10/14/2025,
fMA03938,f710259,50.0,f7896003739381,5.99,3.99,19054000,MAR-TORRADA LEV MAGIC TOAST PEITO DE PERU 110GR,10/07/2025,
